,Valoración
14145,3.8
7642,3.8
14943,3.8
8656,3.2
2666,4.4
9342,4.0
4092,3.7
765,4.0
1440,3.9
16065,3.1
19360,3.9
3872,3.7
14715,3.3
18496,4.1
15690,3.6
4865,3.6
14700,3.5
2620,3.7
15512,4.1
12794,4.4
13223,3.6
6710,3.8
3026,4.4
14675,3.6
4102,3.7
1298,4.0
18795,4.2
6339,4.1
2022,3.8
15911,3.9
7373,3.9
9386,3.8
2685,3.7
17779,4.1
16650,3.8
7786,4.5
1025,3.8
15020,4.2
9405,4.2
8651,3.9
15916,3.7
12676,3.5
17788,4.3
16100,3.8
9538,4.2
9637,4.0
3499,4.2
2496,3.7
13119,4.4
11442,4.5
2422,3.3
12682,3.9
19596,3.7
2732,3.7
80,4.4
4217,3.7
4242,3.5
3811,3.6
14468,3.6
8149,4.3
19534,3.8
1359,3.8
12036,4.3
9841,3.6
17285,3.8
2162,3.5
879,3.5
1578,4.2
7574,3.9
1509,3.8
19157,3.9
18922,4.3
15913,3.8
4112,4.0
14921,3.9
1845,3.7
7839,4.3
4568,3.6
6964,3.8
10270,4.2
19448,3.9
12971,3.8
5280,4.3
16162,4.3
9435,3.9
3614,4.1
2108,3.7
7774,3.8
18932,4.1
6033,3.8
5324,4.3
18654,3.8
18949,4.3
4183,3.8
11001,3.9
18972,4.2
15014,4.2
636,3.9
8984,4.0
3219,4.4
17968,4.3
6283,3.9
19655,3.7
10523,4.2
1193,3.7
45,3.9
16621,4.0
976,4.1
13356,4.2
6787,4.2
10194,4.2
2963,4.3
5564,4.2
11655,4.0
9777,4.4
16876,3.7
4515,3.6
9582,4.3
16120,3.9
1975,4.0
5121,3.6
16294,4.1
16113,3.8
18726,4.1
12880,3.8
6890,3.8
16473,4.4
18130,4.2
10216,3.7
15662,3.8
11910,4.0
18421,3.9
1751,4.1
14712,3.3
11458,4.0
432,3.8
5167,3.9
7601,4.1
1832,4.1
9633,4.1
12413,3.4
37,4.1
8769,4.3
11752,4.0
6204,3.6
3988,3.7
19141,3.8
713,3.7
559,3.9
15983,3.8
13729,4.2
2335,3.4
10400,3.9
8832,4.1
16888,3.9
9074,3.9
17811,4.1
8760,3.9
16303,4.2
19473,4.2
10490,4.2
13560,3.9
8331,4.2
7433,3.9
14373,4.0
8432,4.1
14592,3.7
3747,3.7
1597,4.1
15335,3.6
4490,3.5
19115,3.9
10264,4.1
9373,4.1
13450,3.5
6008,3.8
17288,3.9
4302,3.7
3006,4.5
12851,4.2
8283,3.9
15889,3.9
625,3.9
7524,3.7
5831,4.1
1741,4.0
18187,4.3
11012,4.4
14000,3.9
2829,3.7
15413,3.9
16496,4.3
11366,4.2
10964,3.9
18167,4.4
15050,4.1
15497,4.0
7940,3.6
8028,4.1
3413,4.2
14130,3.8
19827,4.1
13534,4.0
906,4.1
9229,4.0
18138,4.0
760,3.8
3118,4.3
986,3.8
13133,4.1
19518,3.7
12499,3.8
19369,3.6
18728,4.1
17052,4.1
18315,3.1
295,4.2
14788,4.2
1785,3.8
4382,4.2
16360,3.6
5319,4.2
5855,4.3
16517,4.4
9477,3.9
12909,3.6
13298,4.2
13461,3.6
9905,4.0
5734,3.5
5770,4.0
8742,3.9
11403,4.2
14665,3.6
7987,4.1
17623,3.7
3574,4.0
11966,3.9
7408,3.6
14133,3.7
15908,4.3
7314,3.7
2648,3.5
2586,3.2
8904,4.2
6577,4.1
3160,4.3
3182,4.5
11799,4.1
2377,3.1
4803,3.9
15032,4.3
5693,3.7
12551,4.1
19386,3.7
5393,4.1
16204,4.2
9372,4.3
19227,4.3
13824,3.9
12394,4.0
14100,4.2
12532,3.8
8979,3.8
13102,4.5
9292,3.8
16276,4.0
5373,3.8
16147,3.7
1613,3.8
5830,4.2
19754,4.0
18707,4.0
14727,3.9
2015,4.1
16698,4.0
19259,4.2
5757,3.6
603,3.8
5330,4.1
9754,3.7
13436,3.6
7013,3.6
243,4.0
12286,4.2
10709,3.7
8299,3.9
6803,3.6
17079,4.2
19005,4.3
19346,4.0
4830,3.8
12491,4.0
5345,3.9
5202,3.9
13793,4.2
18593,4.2
16584,3.7
14094,3.9
15756,4.6
3960,3.8
3873,3.7
179,3.9
16812,4.2
10371,3.1
4793,3.9
7437,3.3
11733,3.6
5959,4.1
1800,4.2
19936,3.2
9450,4.1
19394,4.0
6039,3.9
14851,4.1
8222,4.1
19446,3.8
2801,3.9
17142,4.0
15355,3.4
2922,3.9
17893,4.2
7742,3.7
15626,3.8
18663,4.2
1245,3.9
17184,4.3
4537,4.0
4053,3.8
5932,3.9
3239,4.1
108,3.9
14071,3.7
17862,4.1
17505,3.8
11936,3.7
17130,4.2
5845,4.0
16451,3.8
4394,3.9
5874,4.3
18603,3.9
14403,3.8
13067,4.1
16566,3.9
4348,3.7
14571,4.0
10541,4.1
13590,4.7
10937,4.1
13021,4.1
12834,4.3
5150,3.7
14640,4.1
15352,3.7
12031,3.9
18720,4.1
17594,3.7
973,3.8
10671,3.3
4299,3.8
3653,4.2
5873,4.0
4838,3.8
7599,4.0
7378,3.7
3036,4.3
17029,4.0
3088,4.2
12438,3.7
7196,3.4
9268,3.8
10985,4.4
7465,3.6
2825,3.4
11722,4.3
6331,4.0
10,3.8
5869,4.2
8856,4.2
1426,3.9
18158,4.4
17922,4.4
18064,4.1
4814,3.6
15388,4.5
16040,3.8
14191,4.4
2784,3.6
17323,3.5
12344,3.9
8516,4.1
1344,3.8
18596,4.0
372,4.0
909,3.6
3399,4.3
496,4.2
18718,4.0
15166,4.0
16763,4.0
5303,4.2
10835,4.4
1244,3.8
4365,3.5
16815,4.0
1195,4.0
2990,4.4
4953,3.8
1423,4.1
17237,4.2
256,4.0
8206,3.9
15078,4.0
8481,4.2
6288,4.0
11977,3.9
11466,3.8
19966,4.4
15965,3.8
19963,3.9
11969,3.9
18457,4.1
1232,3.9
16893,3.9
12661,3.9
16126,3.2
9305,3.8
17382,4.2
14007,3.8
7881,4.1
18081,4.0
5130,3.8
5913,4.3
8460,4.2
3923,3.6
6128,3.6
15790,4.1
15992,3.9
11341,4.1
7820,4.4
6508,3.9
19632,3.8
11834,3.8
13579,4.6
1379,3.8
7690,4.0
3688,4.0
15027,3.8
4759,3.6
15912,3.8
11194,4.1
12221,4.3
3790,3.4
8813,4.1
5800,4.0
652,3.5
16881,4.3
7873,4.2
18331,3.9
16624,4.0
5329,4.3
7220,3.8
17900,4.3
10871,3.8
11942,3.8
6153,3.4
12934,3.8
19683,4.3
17236,4.1
14106,3.5
13685,4.1
17494,3.9
13401,3.4
11989,3.9
2916,3.5
15575,4.4
1506,3.8
12545,3.6
2130,3.3
13361,4.1
1648,4.1
4890,3.7
730,3.7
6767,3.8
14662,3.5
13024,4.2
8202,3.9
19101,3.7
11787,4.0
9938,4.1
5221,3.4
17716,4.4
2709,3.3
5903,4.4
15104,4.3
18833,4.2
14268,3.6
1543,3.7
16708,3.9
3126,4.3
1156,3.7
16321,3.8
5986,3.8
32,4.0
7188,4.3
18318,3.5
17678,4.3
9780,4.4
9177,3.6
14667,3.8
6301,3.9
1610,3.9
939,3.6
14353,3.7
4023,3.6
14867,4.2
8750,3.9
745,3.6
4083,3.6
18714,4.1
5583,4.0
2877,3.6
4701,3.4
9934,3.9
16437,4.0
2651,3.4
18509,4.0
10775,4.5
5647,3.6
1821,3.8
14448,4.0
7414,3.8
9523,4.1
18223,4.6
7147,3.8
957,3.7
2110,3.6
15381,3.9
5108,3.9
12325,4.2
7632,4.1
19724,4.2
18338,3.8
19413,3.7
7924,3.8
17293,3.7
16570,3.9
8848,4.1
18262,3.9
11467,3.8
13859,4.2
10392,3.4
2960,4.4
4640,3.7
2399,3.6
7311,3.8
7252,4.2
5488,4.1
18854,4.5
17560,4.0
15821,3.9
10804,4.3
9598,4.0
16762,4.1
2625,3.5
15175,4.1
9658,4.2
3148,4.5
7025,3.8
14870,3.9
2873,3.6
12121,4.2
8298,4.2
15146,4.3
19768,3.8
19881,3.8
76,4.2
15975,4.0
14923,4.2
15529,4.1
12057,3.5
19843,4.1
6652,3.4
4947,3.6
13327,4.0
10453,3.7
9968,4.1
14391,4.0
93,4.2
5166,3.7
16694,4.2
2731,3.8
7172,4.3
6792,3.8
12539,4.1
4810,3.9
13577,3.9
20087,3.9
2338,3.7
11479,4.0
6112,3.7
7845,4.2
13065,4.4
1885,4.0
11586,3.8
5774,4.1
4323,3.7
8191,3.8
11542,4.0
19762,3.9
2,3.8
16261,4.1
5255,3.5
2759,3.3
13053,4.0
11051,4.3
9630,4.1
9426,4.3
7850,4.3
3175,4.1
10042,4.3
2465,3.4
1293,4.0
5394,4.0
5405,4.0
12349,4.0
19420,3.8
8642,3.9
7843,4.3
10929,4.2
11342,4.1
3621,4.5
2317,3.5
17582,3.9
2185,3.7
4477,3.8
10083,4.1
1155,3.9
15960,3.7
329,3.9
12034,3.6
9921,4.0
14281,3.9
17437,4.1
3227,4.0
6522,4.0
2997,4.2
17206,4.4
16179,3.4
4392,3.3
14124,3.9
16998,4.2
13203,3.7
15618,4.2
2463,3.4
11404,4.5
2846,3.3
14153,3.8
15009,4.0
7587,4.2
9805,3.5
17200,4.3
2191,3.2
9922,4.0
12531,3.8
6669,3.7
2070,4.2
8164,3.7
18323,3.1
7594,3.8
6303,4.0
16181,4.2
5910,4.2
10882,4.3
19960,3.9
15058,4.1
12399,3.4
13293,3.9
7582,4.1
4047,4.1
11193,4.1
13414,3.4
16827,4.2
5299,4.2
12955,3.2
2322,3.7
4240,3.5
11199,3.8
12878,3.7
6746,3.7
2492,4.0
7613,3.9
6903,3.8
9770,4.4
5234,3.7
9070,3.8
3272,4.2
10142,4.1
5274,4.6
11627,3.9
2889,3.4
19787,4.1
788,3.3
19451,3.7
3347,4.6
12033,3.8
14365,4.2
15360,4.0
12659,3.9
19425,3.7
12563,4.1
11894,4.1
18102,4.0
6197,3.4
7695,3.7
6029,3.9
3377,4.6
583,4.0
9973,3.6
11049,4.2
16013,4.1
349,4.1
12685,3.1
12125,4.2
8006,4.3
3349,4.3
18392,4.2
801,3.9
3531,4.4
13698,4.2
9174,3.6
18207,4.7
11224,3.8
5173,3.3
20153,3.6
13444,3.4
19631,3.6
13868,3.9
3091,4.0
13458,3.7
7710,4.2
6854,4.0
2756,3.6
6459,4.4
18417,3.9
1616,3.9
6943,4.0
11248,4.0
14602,3.9
6461,4.1
15362,4.3
5087,3.8
10026,4.1
15431,4.2
8078,4.3
11202,3.8
14770,4.1
19572,4.0
8975,3.5
10068,4.0
9482,4.1
10557,4.1
2401,3.5
8737,3.8
14719,3.8
11599,4.0
19542,3.9
18880,4.3
14911,4.2
9999,4.2
7233,3.9
3878,3.9
6913,4.1
12550,3.8
1702,3.5
12219,4.2
5642,3.8
11883,4.1
1124,3.8
4521,3.9
11944,4.1
3541,4.2
12103,3.9
7765,4.4
20069,3.7
9764,4.3
14541,3.7
11305,4.1
19922,3.5
2211,3.5
16251,4.4
15406,3.9
3133,4.3
12149,4.4
16182,4.1
14696,4.1
20133,3.6
5939,4.3
4320,3.6
10033,3.9
14333,3.4
2107,3.8
16037,4.1
9378,4.1
3034,3.8
11523,3.9
16176,3.9
7063,4.0
4663,3.9
13505,4.5
16947,4.4
2367,3.2
9722,3.7
12401,3.7
440,4.2
18554,3.8
18126,3.9
12863,3.8
832,3.8
17618,3.9
3064,4.3
7715,3.6
16353,4.3
1224,3.8
14185,4.5
2592,3.5
3247,3.9
6850,3.9
8024,4.3
12865,3.6
13516,3.9
19248,4.3
2691,3.5
12382,3.9
11744,3.9
10442,3.5
16949,4.1
12303,3.7
16975,4.3
11025,4.1
16572,4.1
14833,3.9
9149,4.1
11433,4.2
12795,4.0
15679,3.9
9553,4.1
3196,4.4
15603,4.3
12891,3.5
486,3.9
370,3.8
19213,4.1
783,3.8
6597,3.7
13588,4.6
17098,3.8
16612,3.8
3238,4.3
14892,3.9
873,3.9
17089,4.1
2047,3.8
104,3.9
13091,4.2
15019,4.2
1915,3.5
6500,3.8
5685,4.0
6729,3.5
3632,4.3
109,3.8
2138,3.5
15822,4.2
16931,4.0
8935,4.0
669,3.8
11754,3.8
12111,4.1
16737,4.3
3324,4.3
19426,3.9
4480,3.8
15570,4.2
1439,4.0
14531,3.7
17527,4.0
6575,3.7
4811,3.5
13288,3.9
12625,3.7
9354,3.8
6132,3.9
12556,3.8
11087,4.4
12341,4.2
12898,3.7
19143,4.1
7333,3.7
12478,4.1
1834,3.9
9379,4.4
14790,3.8
15099,4.1
14654,3.8
16661,3.6
17595,3.8
11424,4.2
12634,3.7
11360,4.1
18928,4.1
3003,4.7
8216,4.4
17287,3.8
5390,3.9
14993,4.7
1309,4.1
14307,3.7
3475,4.3
789,3.9
18037,4.2
12622,4.1
7741,3.9
3284,4.1
15256,3.9
2514,3.6
12728,3.9
16756,4.1
14498,3.8
18302,4.0
18507,3.8
9259,3.7
6228,3.7
16523,4.3
20017,3.8
8792,4.0
17725,4.3
11273,3.9
5006,3.8
6215,4.0
9778,4.4
15569,4.2
5257,3.7
11317,4.2
12599,4.0
11118,4.5
11420,4.1
9987,4.4
15757,4.5
3301,4.2
18683,4.2
6844,3.7
11456,4.3
7991,4.1
5407,4.0
12628,4.1
712,4.2
5784,4.0
4409,3.8
5260,3.7
5921,4.0
19775,4.0
15631,4.2
5412,4.3
17159,4.3
550,3.9
13063,4.7
3241,4.3
15793,3.9
16809,4.3
15214,3.9
14150,4.0
8494,4.3
18225,4.6
3264,3.7
9322,3.8
5061,3.7
8445,4.0
2098,3.7
7002,3.6
7293,3.9
3671,4.3
4968,3.9
11563,4.1
13144,3.9
10630,4.2
4416,3.6
18217,4.6
12443,3.7
8941,3.4
19438,4.2
12074,4.1
12529,3.9
22,4.0
2934,3.6
11699,4.3
12481,3.5
6598,4.0
16592,3.7
15105,4.2
12218,3.7
4833,3.4
18339,3.8
13877,4.0
15681,3.7
18783,4.4
12673,3.7
14575,4.1
56,4.0
3412,4.1
10417,3.5
2855,3.1
400,3.5
2986,4.6
10252,4.4
6606,3.8
18124,3.9
11855,4.2
16982,4.2
13789,4.0
15765,4.0
13882,3.5
6555,3.9
8781,3.9
17191,4.1
7259,3.9
13933,3.8
16856,4.4
5782,3.9
16896,4.1
11133,4.3
17094,4.1
7234,4.0
12954,3.8
13301,4.1
519,3.9
1755,3.7
4508,3.5
16865,4.1
15807,3.9
5263,3.6
1069,4.0
8341,3.9
8420,4.1
14518,4.1
13953,3.9
6612,3.7
16799,4.4
665,3.8
16970,4.4
716,3.7
16771,4.3
15438,4.4
1699,3.9
1877,3.8
17064,4.3
19078,3.8
7321,3.8
9725,3.8
17830,4.0
6801,3.7
4916,4.0
7066,4.0
7141,3.5
15976,3.6
12507,3.8
8991,4.0
6862,3.7
8169,3.8
14198,4.4
11380,4.3
8129,4.2
16883,4.3
6593,3.7
8673,4.2
16535,4.4
91,4.0
2577,3.3
11483,4.0
10867,3.5
8385,4.2
11541,3.8
17501,3.9
20040,4.1
19489,4.2
9820,3.7
18919,4.3
4260,3.5
3896,3.6
16980,4.5
1349,3.8
19123,3.9
18991,4.4
18186,4.5
3777,3.3
17621,3.4
3740,3.6
14976,4.5
4050,3.6
19290,4.2
7706,3.8
15669,3.5
2762,3.3
3581,4.2
7106,4.1
6373,4.2
17104,4.2
14014,3.8
5062,3.7
3602,4.6
13083,4.2
11180,3.5
6949,4.1
7757,3.7
9639,4.2
19941,3.5
9213,3.9
8898,4.2
12038,3.9
17492,4.0
10436,3.9
12191,4.1
9762,3.8
17891,3.8
10767,4.1
9575,4.3
6018,3.8
11801,4.3
2956,4.4
16000,4.0
9671,3.5
5410,4.2
9612,4.1
7521,3.7
1103,3.6
11848,3.8
13343,4.1
19512,4.0
4690,4.1
1558,3.8
12086,3.8
2488,3.7
18447,4.0
18689,4.2
3523,4.4
4542,3.7
19320,4.1
3400,4.2
19751,4.1
19848,4.1
11290,3.8
11291,3.6
2272,3.0
2374,3.5
10845,4.4
11580,4.1
16527,4.1
15780,4.2
9844,3.7
292,3.9
11029,4.3
2870,3.6
13202,3.4
9965,4.0
16446,3.7
15346,3.9
13525,3.8
19275,4.2
16368,3.8
11962,4.1
18970,4.3
4879,3.8
16866,4.1
10543,3.4
19288,4.0
17326,4.0
10421,3.6
13742,4.0
4418,3.9
10003,4.2
15625,4.0
12312,3.8
11597,4.4
356,3.8
686,3.7
4584,3.7
837,3.8
7014,3.5
8459,3.7
19923,3.7
12030,4.1
10199,4.5
1726,4.1
19234,4.0
17190,4.0
2362,3.6
17475,4.3
3179,4.2
10285,4.3
18465,3.6
18796,4.1
16005,3.8
11730,4.3
4223,3.6
13776,4.4
11490,3.6
9634,4.1
7380,3.7
8102,3.9
15343,3.5
9859,3.7
10941,4.1
6968,3.6
6167,3.6
6462,3.8
3061,3.8
889,3.9
966,3.5
10482,3.9
12073,4.2
1963,3.9
9851,3.7
9320,3.9
15242,3.8
8354,3.4
19730,4.2
9509,4.0
16163,4.1
12017,3.8
16759,4.0
2835,3.5
9736,3.5
10006,4.0
7214,4.0
16268,3.7
16244,4.1
2268,3.3
3770,3.6
12632,4.0
13358,3.9
132,3.9
10132,4.0
581,4.1
19195,4.1
9717,3.9
16545,4.3
6840,4.1
393,4.2
10219,4.2
6559,4.0
9302,3.7
13209,3.7
3928,3.6
15301,3.9
8402,4.0
4036,3.7
19442,3.7
13175,3.6
8184,3.7
10470,4.2
225,3.7
4211,3.3
19506,3.8
6778,4.2
4613,3.8
12617,4.1
15714,3.8
8594,3.6
17053,4.3
18940,4.1
17001,4.1
19614,3.6
14260,4.2
5008,3.9
12814,4.4
3403,4.3
3515,4.4
3883,3.9
19711,3.6
6756,4.0
15996,3.8
2908,3.6
15834,3.8
4261,3.8
8072,4.0
2423,3.5
14551,3.8
5265,4.0
16676,3.6
6164,4.1
3548,4.1
13695,4.1
18845,4.2
18620,3.6
19519,3.6
7549,4.0
13261,3.9
19408,3.6
20037,4.2
1159,3.6
6896,3.8
5502,4.1
8048,4.3
809,4.1
19605,3.7
2650,4.3
16942,3.9
20071,4.0
8790,3.9
3190,4.2
3620,4.2
9895,3.9
17526,4.1
3650,4.4
11795,3.8
19066,4.0
16309,3.8
4070,3.7
8291,4.3
1394,3.8
5977,3.8
3370,4.1
19578,3.6
13817,4.2
17336,3.9
16682,3.8
15444,4.1
15441,3.9
1054,4.0
13770,4.2
12561,3.8
16693,4.1
12377,4.0
8857,3.9
7003,3.5
7904,3.8
1736,3.5
1568,3.9
462,4.0
743,3.6
8415,4.2
16306,3.7
3994,3.3
14450,4.2
8818,4.1
9309,3.8
10655,3.5
6285,3.9
13533,3.8
18485,3.7
18097,4.1
14298,3.7
5495,4.2
19633,3.7
14465,4.0
8649,3.8
10472,4.1
16278,4.1
4335,4.2
10814,4.3
13413,3.6
14958,4.0
19179,4.1
5114,3.6
7175,4.1
8588,3.6
15861,4.0
5212,3.8
3641,4.1
9953,3.9
9035,3.8
18952,4.2
21,3.8
3718,3.4
2902,3.7
16502,4.3
11667,4.2
5535,3.8
17854,4.0
11043,4.0
779,4.0
12124,4.2
7421,3.5
14832,4.2
13718,4.0
6529,4.0
3431,4.5
19606,3.6
19208,4.2
11613,4.0
14723,3.7
4259,3.5
4725,3.9
1469,3.3
12557,3.8
14021,3.8
18761,4.1
17039,4.2
15171,3.8
16583,3.5
8425,4.2
368,4.0
18508,4.1
9608,4.1
16428,4.0
9492,4.1
64,4.3
11385,3.9
4210,3.4
15277,3.7
14517,4.1
15469,3.8
1721,3.6
14673,4.0
5325,4.2
4060,3.6
7281,3.8
10684,3.8
1824,4.0
15468,4.2
12658,4.0
2355,3.5
17944,4.5
15606,4.2
3232,4.2
18868,4.1
1918,4.0
13633,4.4
1569,4.1
1831,3.8
8540,4.3
1242,3.7
19911,3.5
9352,3.9
12182,4.2
17144,4.2
4656,3.5
18056,4.0
8999,3.8
13416,3.4
14904,4.1
12093,3.9
1325,3.6
8344,3.9
18406,4.1
15634,4.0
8894,4.0
4859,3.8
7491,3.9
18012,3.9
11527,4.0
17879,4.4
1222,3.8
1777,3.8
18618,4.3
15436,4.2
14889,3.5
12644,4.4
11134,4.2
13983,4.1
12379,3.9
8702,3.9
17955,4.3
6401,4.4
16890,4.1
748,3.7
7272,3.7
5246,3.6
1259,3.8
7174,4.4
1888,4.0
18961,4.5
711,3.9
19298,4.4
13357,4.0
15401,4.1
7938,3.8
4808,3.7
3329,4.3
3293,4.5
14107,3.7
11485,4.2
12435,3.4
3845,3.4
5552,4.2
18505,3.8
8297,4.0
12388,3.5
1794,3.6
16902,4.1
5918,4.1
16836,4.0
12084,3.9
5024,4.0
1658,4.0
212,4.0
16745,3.9
12614,4.0
4419,4.1
19608,3.5
5193,4.1
9552,4.1
8527,3.8
2166,3.4
3110,4.1
792,3.8
233,4.5
19217,4.2
12841,4.2
16971,4.5
209,4.2
9331,3.9
13899,4.0
15824,3.9
4498,4.1
11776,3.9
9506,3.9
2413,3.3
6599,3.6
16794,4.1
16311,3.8
11015,4.2
834,4.0
9064,4.2
8075,4.4
12826,4.2
9456,4.0
9811,3.7
6036,4.1
10607,4.0
1220,3.6
9958,4.1
11839,4.0
6553,3.6
11376,4.5
1387,3.9
2001,3.8
5610,4.2
4581,3.6
12572,4.2
15555,4.0
2523,3.5
13996,3.9
7260,4.1
18941,4.0
15047,4.2
3078,4.1
7461,3.5
12281,4.2
15770,3.9
4782,3.8
13733,3.9
4381,4.0
17379,4.2
14064,3.9
13694,4.1
6405,3.9
7643,4.1
8068,4.2
6453,4.0
15895,3.5
2165,3.5
8810,4.2
19980,4.4
3803,3.5
11867,4.1
18211,4.2
14160,4.0
10619,3.9
18361,3.7
14830,4.1
19076,3.8
7638,4.2
10123,3.9
10197,4.1
15151,4.5
10620,4.1
11240,3.9
13286,4.2
1386,3.8
17838,4.3
15654,4.2
12005,3.7
16658,3.7
15156,4.2
3095,4.1
12935,3.5
3285,4.2
9931,4.0
9167,3.9
12884,3.4
7848,4.1
1313,4.1
10086,4.0
14773,3.8
8421,4.1
11096,4.4
13443,3.6
14977,4.5
11526,4.0
17545,4.0
11246,4.2
9632,4.5
5072,3.9
9374,4.3
15620,4.1
16297,4.1
14734,3.8
2269,3.6
13497,4.3
13620,4.6
15755,4.5
16480,4.1
8599,3.6
1422,3.8
18308,4.2
16274,3.6
13237,4.0
18710,4.0
19660,4.1
10307,3.8
12845,4.4
1541,3.8
17207,4.2
7263,4.0
10795,4.3
18595,4.0
4607,3.9
16882,4.1
8435,4.1
7112,3.8
5539,4.3
4466,3.5
16892,4.4
17783,4.3
9038,3.6
10204,4.2
9476,4.4
9285,3.5
19536,4.3
14218,4.5
7648,3.9
6124,3.8
8564,3.9
3771,3.6
1109,3.6
4655,3.9
18086,3.9
9231,3.9
12297,4.0
8213,3.9
15149,4.3
8267,4.0
7096,3.8
9127,4.0
11724,4.3
16264,3.9
9919,3.8
16768,3.7
9097,4.2
1737,3.5
16804,4.2
12526,4.0
561,3.9
12736,3.8
3345,4.2
11493,4.0
9355,3.7
9629,3.9
8315,4.3
9720,3.9
17853,4.1
13359,4.0
18957,4.1
58,4.0
14534,3.6
13686,4.1
8406,3.9
10484,4.2
4179,3.7
13677,3.4
15919,3.7
3690,3.1
1649,3.7
4636,3.9
2510,3.5
19528,4.1
16414,3.8
938,3.7
395,3.9
19965,4.0
17043,4.1
10340,4.2
20127,3.6
11760,4.3
3870,3.6
10175,4.0
19681,4.2
2907,3.5
10293,3.8
16255,4.3
11731,4.4
5994,3.9
15219,3.6
19197,3.7
4415,3.5
17679,4.4
17251,4.3
16587,3.8
10010,4.1
11301,4.2
16850,4.0
3949,3.8
20089,3.6
13139,4.1
2072,3.9
5823,4.3
19046,3.9
13652,4.5
3513,4.2
11008,4.1
16738,3.9
13735,4.1
13200,3.6
7965,4.0
5086,3.8
7483,3.7
17882,4.3
16509,4.4
766,3.9
20002,4.0
3782,3.8
17126,4.3
9337,3.8
19052,4.3
10703,3.6
19920,3.5
10466,3.8
2860,3.2
1221,3.7
14690,3.9
4864,3.7
20111,3.9
15142,4.4
15387,4.3
4924,3.9
4532,3.7
1672,3.8
14489,4.0
12442,4.0
14738,3.7
4055,3.4
6953,4.2
12901,3.7
10001,4.1
17392,3.8
10468,4.1
14844,4.2
12597,3.8
18680,4.0
10238,4.1
19525,4.1
16173,4.1
18856,4.4
9488,3.8
14152,3.8
12214,4.0
4317,3.8
9981,4.0
18355,3.9
7386,3.8
5520,4.4
858,3.8
13239,3.9
4439,3.6
9034,3.9
7876,3.9
595,3.6
14151,4.1
8805,4.2
7800,4.4
9187,3.7
10971,4.0
9747,3.9
15977,3.5
1951,3.7
9121,4.1
19226,4.5
16133,4.2
15233,3.9
6945,4.1
9966,3.8
7831,4.1
2513,3.5
6733,3.8
5560,4.2
20012,4.0
7861,4.4
18704,4.2
11028,4.4
4700,3.8
17002,4.3
2233,4.0
11243,4.1
10297,4.0
18964,4.4
7957,3.9
1176,4.0
16247,4.1
17901,4.3
13097,4.7
9216,3.7
11491,4.0
12144,4.0
15263,4.0
15085,4.5
13730,4.0
4241,3.6
5425,4.1
7448,3.8
3401,4.1
7493,3.7
8996,3.6
1550,4.1
1009,3.7
19030,4.1
15815,3.9
10930,4.1
16929,4.3
5095,3.4
648,3.6
14641,3.9
11055,4.2
4975,3.9
727,3.7
16248,4.3
13318,3.9
8743,4.0
8170,3.5
17516,3.9
6861,4.2
331,4.0
7028,3.9
14786,4.1
8700,3.9
211,4.0
19297,4.3
19430,3.7
6344,4.0
1781,3.7
15028,4.0
3543,4.1
1438,3.8
10708,3.8
2868,3.7
2434,3.2
6831,3.6
4792,3.9
9421,4.0
16441,3.6
15384,4.1
11870,4.3
6476,3.9
9507,4.1
15481,4.3
16334,3.4
14809,4.0
13721,4.2
12,3.9
12165,4.1
818,3.6
10977,4.1
19851,4.2
8185,3.9
9897,4.1
453,4.0
14894,3.9
19858,3.7
9849,3.8
3457,4.4
17732,4.2
18475,3.8
659,3.7
18836,4.5
16474,4.3
11101,4.4
17377,4.1
940,3.8
2739,3.9
9605,4.1
11797,3.8
15693,3.8
17895,4.2
12386,4.2
15904,3.5
19708,4.1
4071,3.3
1400,3.5
7691,3.8
8223,4.6
8124,4.1
6364,4.0
5797,3.7
3677,4.0
6567,3.7
14764,4.0
14024,3.5
10968,4.2
11994,3.6
16345,4.3
5188,4.1
14852,4.0
1108,3.8
17672,4.1
10309,3.9
3229,4.4
13115,3.8
15694,3.8
13598,4.7
11512,4.0
16537,4.1
5836,4.1
4326,3.9
15324,3.9
1779,4.0
2553,3.4
2686,3.4
1040,3.8
18904,4.1
1563,3.9
19466,4.2
555,3.7
3071,4.4
16818,4.2
4474,3.7
7530,3.9
15131,4.1
18000,4.2
15017,4.0
14873,4.0
1416,3.9
16628,4.0
17634,4.2
13573,4.2
4601,3.6
9411,4.2
14670,3.7
7962,4.0
7400,3.9
19404,3.7
10406,3.2
1238,3.9
3735,3.6
8962,4.2
12316,4.0
10304,3.8
18668,4.0
10058,4.4
13309,4.2
16408,4.0
13869,4.3
9020,3.7
10895,3.9
17973,4.3
28,3.7
17111,4.3
355,4.1
9622,4.3
3170,4.2
19864,3.5
17168,4.2
18271,3.7
12315,3.6
8525,4.0
5644,3.6
6866,3.8
14937,3.9
17784,3.9
3675,3.9
4224,3.7
964,3.4
6750,3.9
120,3.9
6795,4.0
4228,3.6
5580,4.4
328,4.1
4710,3.9
3281,4.3
2370,3.1
5523,4.0
2544,3.4
17100,4.3
19107,3.7
11078,4.4
16701,3.9
10872,4.0
2178,3.8
4898,3.4
5153,3.8
1209,3.8
18532,3.9
17468,4.1
13114,3.7
3123,4.5
78,4.0
9737,3.6
13131,4.1
3766,3.1
19001,4.5
13446,3.2
19445,3.6
10893,3.9
